Estimator,Estimate,sg,ss,se,nsubjects,nsites,theta_alleles,nclusts,prop_causal,nnpc,nSNPs,site_comp,dominance,site_dep
GCTA_est,0.005814,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
nGCTA_est,0.019179496,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
nAdjHE_est,0.008306074042126584,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
AdjHE_FE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
SWD_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
Combat_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
AdjHE_RE,0.0006190996279113392,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
GCTA_est,0.0037450000000000005,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
nGCTA_est,0.0216803705,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
nAdjHE_est,0.002258089553042992,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
AdjHE_FE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
SWD_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
Combat_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
AdjHE_RE,0.001291493673328716,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
GCTA_est,0.010938,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
nGCTA_est,0.008387099499999998,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
nAdjHE_est,0.007243771123592268,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
AdjHE_FE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
SWD_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
Combat_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
AdjHE_RE,0.0016677274850855509,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
GCTA_est,0.035302,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
nGCTA_est,0.0150290485,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
nAdjHE_est,0.008919486830282026,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
AdjHE_FE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
SWD_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
Combat_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
AdjHE_RE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,IID,3,False
