GCTA,nGCTA,nAdjHE,AdjHE,SWD,Combat,AdjHE_RE,sg,ss,se,nsubjects,nsites,theta_alleles,nclusts,prop_causal,nnpc,nSNPs,site_comp,dominance,site_dep,site_het
0.710195,0.626896957,0.620634934111435,0.7542095679528991,0.7529524513349475,0.7495756284654094,0.7499784491051464,0.5,0.25,0.25,2000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.6103850000000001,0.41084271050000004,0.4398051020168493,0.5760129763125309,0.5485177022301427,0.5523662207710984,0.5794600190840831,0.5,0.25,0.25,2000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.681034,0.7426587965000001,0.7566376404377029,0.6942906632801628,0.6938149389416217,0.6790675421945299,0.6946835757687119,0.5,0.25,0.25,2000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.688504,0.691836077,0.6615613467568421,0.6126484990623217,0.6173132677574504,0.6147389268034648,0.61075769701478,0.5,0.25,0.25,2000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.695047,0.6456607344999999,0.6333935364607347,0.6876221922208413,0.6611770322080381,0.6606887102484783,0.6892183761731696,0.5,0.25,0.25,2000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.705264,0.5835951519999999,0.5881706016329213,0.6981594404933217,0.6834428640740898,0.6833923369992023,0.6986435950722887,0.5,0.25,0.25,2000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.6749,0.560192137,0.5538516323873507,0.6636779759139252,0.6512770557699621,0.6456212531914883,0.6603657557494431,0.5,0.25,0.25,2000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.638013,0.409860773,0.4342236890474032,0.6420587304641883,0.6268270978950482,0.622212232324585,0.6428439973006455,0.5,0.25,0.25,2000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.664075,0.46422217799999993,0.48109479400176597,0.6320984518836655,0.6244888823272062,0.6253306568118768,0.6338988886904531,0.5,0.25,0.25,2000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.590947,0.43425330599999995,0.46016664125713125,0.550802985791573,0.5403480770191093,0.5347926517125358,0.5472408354846692,0.5,0.25,0.25,2000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
