Estimator,Estimate,sg,ss,se,nsubjects,nsites,theta_alleles,nclusts,prop_causal,nnpc,nSNPs,site_comp,dominance,site_dep
GCTA_est,1e-06,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
nGCTA_est,0.0145173245,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
nAdjHE_est,0.008316933639991354,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
AdjHE_FE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
SWD_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
Combat_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
AdjHE_RE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
GCTA_est,0.011854,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
nGCTA_est,0.025188538,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
nAdjHE_est,0.008897121223067541,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
AdjHE_FE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
SWD_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
Combat_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
AdjHE_RE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
GCTA_est,0.0038439999999999998,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
nGCTA_est,0.0217300855,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
nAdjHE_est,0.01746593054955263,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
AdjHE_FE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
SWD_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
Combat_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
AdjHE_RE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
GCTA_est,0.055949,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
nGCTA_est,0.0114223605,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
nAdjHE_est,0.011867526965506078,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
AdjHE_FE,9.803573567287144e-05,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
SWD_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
Combat_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
AdjHE_RE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
GCTA_est,0.024977000000000003,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
nGCTA_est,0.022377629,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
nAdjHE_est,0.005467084229163954,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
AdjHE_FE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
SWD_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
Combat_est,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
AdjHE_RE,0.0,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
GCTA_est,1e-06,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
nGCTA_est,0.012731711499999998,1e-06,1e-06,1.0,2000,25,0.9,5,0.05,5,200,EQUAL,3,False
