Estimator,Estimate,sg,ss,se,nsubjects,nsites,theta_alleles,nclusts,prop_causal,nnpc,nSNPs,site_comp,dominance,site_dep,site_het
GCTA,0.582407,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.6247070273670264,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
GCTA,0.6939810000000001,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.7124775917078408,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
GCTA,0.778913,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.8287826187930248,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
GCTA,0.615574,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.5421085057796404,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
GCTA,0.6835640000000001,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.6863016965824769,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
GCTA,0.606535,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.6278926542527364,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
GCTA,0.6597850000000001,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.6203010188286849,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
GCTA,0.600018,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.5829542738253597,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
GCTA,0.6780010000000001,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.6882889931736937,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
GCTA,0.6570020000000001,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.6881245597466945,0.5,0.25,0.25,2000,1,0.1,1,0.02,0,20000,IID,3,False,False
